age,capital-gain,capital-loss,hours-per-week,income,new_workclass,new_education,new_marital_status,new_occupation
41,5013,0,70,<=50K,Self-emp-not-inc,Some-college,Married-civ-spouse,Farming-fishing
46,0,0,47,<=50K,Private,7th-8th,Married-civ-spouse,Craft-repair
35,0,0,40,<=50K,Private,Assoc-voc,Divorced,Other-service
21,0,0,40,<=50K,Private,Some-college,Never-married,Prof-specialty
35,6849,0,60,<=50K,Private,11th,Separated,Prof-specialty
40,0,0,40,<=50K,Private,HS-grad,Never-married,Handlers-cleaners
49,0,0,40,>50K,Private,Bachelors,Married-civ-spouse,Exec-managerial
29,0,0,50,<=50K,Private,Bachelors,Never-married,Prof-specialty
43,0,625,40,<=50K,Local-gov,Bachelors,Divorced,Prof-specialty
39,0,0,60,<=50K,Private,Assoc-acdm,Never-married,Transport-moving
35,0,0,60,<=50K,Private,HS-grad,Never-married,Handlers-cleaners
52,0,0,40,<=50K,Private,Some-college,Married-civ-spouse,Machine-op-inspct
25,0,0,40,<=50K,Private,Some-college,Never-married,Handlers-cleaners
20,0,0,30,<=50K,Self-emp-inc,HS-grad,Never-married,Machine-op-inspct
46,0,0,10,<=50K,Private,Some-college,Divorced,Other-service
24,0,0,40,<=50K,Private,Bachelors,Never-married,Exec-managerial
29,0,0,30,<=50K,Private,Bachelors,Married-civ-spouse,Craft-repair
21,0,0,40,<=50K,Private,Some-college,Never-married,Other-service
37,0,0,50,<=50K,Federal-gov,Bachelors,Divorced,Exec-managerial
43,0,0,40,<=50K,Federal-gov,HS-grad,Never-married,Adm-clerical
19,0,0,26,<=50K,Private,HS-grad,Never-married,Adm-clerical
47,0,0,45,<=50K,Private,HS-grad,Married-civ-spouse,Sales
61,0,0,45,>50K,Private,HS-grad,Married-civ-spouse,Transport-moving
21,0,0,55,<=50K,Private,Assoc-acdm,Never-married,Prof-specialty
35,0,0,60,<=50K,Private,HS-grad,Married-civ-spouse,Other-service
60,0,0,40,<=50K,Private,10th,Married-civ-spouse,Handlers-cleaners
27,0,0,40,<=50K,Private,Some-college,Never-married,Adm-clerical
57,0,0,35,<=50K,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty
56,0,0,40,<=50K,Private,1st-4th,Married-civ-spouse,Craft-repair
27,0,0,40,<=50K,Private,HS-grad,Never-married,Exec-managerial
47,0,0,35,<=50K,Private,7th-8th,Married-civ-spouse,Machine-op-inspct
19,0,0,30,<=50K,Private,HS-grad,Never-married,Other-service
28,0,0,30,<=50K,Self-emp-not-inc,12th,Divorced,Other-service
43,0,0,40,<=50K,Private,10th,Married-civ-spouse,Adm-clerical
63,0,0,35,<=50K,Local-gov,Some-college,Divorced,Exec-managerial
22,0,0,40,<=50K,Private,Some-college,Never-married,Prof-specialty
25,0,0,40,<=50K,Private,HS-grad,Divorced,Handlers-cleaners
35,8614,0,40,>50K,Self-emp-not-inc,HS-grad,Never-married,Machine-op-inspct
20,0,0,40,<=50K,Private,HS-grad,Never-married,Handlers-cleaners
48,0,0,70,<=50K,Private,10th,Married-civ-spouse,Sales
30,0,0,40,<=50K,Local-gov,Bachelors,Never-married,Prof-specialty
31,0,0,40,>50K,Private,Bachelors,Married-civ-spouse,Prof-specialty
20,0,0,24,<=50K,Private,HS-grad,Never-married,Sales
57,0,0,50,>50K,State-gov,Masters,Married-civ-spouse,Prof-specialty
41,7688,0,44,>50K,Private,Assoc-voc,Married-civ-spouse,Adm-clerical
33,0,0,40,<=50K,Private,HS-grad,Divorced,Adm-clerical
27,0,0,40,<=50K,Private,Assoc-voc,Married-civ-spouse,Farming-fishing
34,0,0,60,>50K,Private,HS-grad,Married-civ-spouse,Farming-fishing
22,0,0,30,<=50K,Private,10th,Never-married,Craft-repair
50,0,0,40,>50K,Private,Assoc-acdm,Married-civ-spouse,Exec-managerial
40,0,0,45,>50K,Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty
37,0,0,51,<=50K,Private,HS-grad,Married-civ-spouse,Craft-repair
40,0,0,40,<=50K,Private,Assoc-acdm,Divorced,Prof-specialty
53,15024,0,55,>50K,Private,Masters,Married-civ-spouse,Exec-managerial
38,7688,0,40,>50K,Self-emp-not-inc,Some-college,Married-civ-spouse,Machine-op-inspct
25,0,0,40,<=50K,State-gov,HS-grad,Never-married,Prof-specialty
51,0,0,40,<=50K,Private,HS-grad,Married-civ-spouse,Craft-repair
22,0,0,40,<=50K,Private,12th,Never-married,Prof-specialty
18,0,0,16,<=50K,Private,Some-college,Never-married,Other-service
41,7688,0,40,>50K,Private,11th,Married-civ-spouse,Handlers-cleaners
33,0,0,40,<=50K,Private,HS-grad,Never-married,Adm-clerical
33,0,0,40,<=50K,Private,Bachelors,Never-married,Sales
67,0,0,40,<=50K,State-gov,Some-college,Married-civ-spouse,Transport-moving
47,0,2415,50,>50K,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial
24,0,0,40,<=50K,Private,Some-college,Never-married,Machine-op-inspct
32,0,0,40,<=50K,Local-gov,7th-8th,Married-civ-spouse,Other-service
29,0,0,40,<=50K,Private,HS-grad,Never-married,Other-service
25,0,0,45,<=50K,Private,Assoc-voc,Never-married,Sales
33,0,0,40,<=50K,Private,Some-college,Divorced,Adm-clerical
55,0,0,40,<=50K,Private,Bachelors,Married-civ-spouse,Craft-repair
31,0,0,40,>50K,Private,Some-college,Married-civ-spouse,Sales
32,0,0,50,<=50K,Local-gov,Masters,Married-civ-spouse,Prof-specialty
18,34095,0,3,<=50K,Private,HS-grad,Never-married,Protective-serv
36,0,0,50,<=50K,Private,HS-grad,Divorced,Adm-clerical
58,0,0,27,<=50K,Private,HS-grad,Widowed,Adm-clerical
34,0,1902,50,>50K,Private,Masters,Married-civ-spouse,Exec-managerial
19,0,0,40,<=50K,Private,11th,Never-married,Handlers-cleaners
21,0,0,40,<=50K,Private,HS-grad,Never-married,Adm-clerical
36,0,0,50,<=50K,Self-emp-inc,HS-grad,Never-married,Farming-fishing
37,15024,0,40,>50K,Private,Bachelors,Married-civ-spouse,Prof-specialty
43,0,0,21,<=50K,Private,HS-grad,Married-civ-spouse,Machine-op-inspct
52,0,0,40,<=50K,State-gov,Bachelors,Married-civ-spouse,Protective-serv
48,0,0,40,<=50K,Private,Assoc-voc,Divorced,Other-service
43,0,0,38,<=50K,Private,Some-college,Divorced,Prof-specialty
22,0,0,40,<=50K,Private,HS-grad,Never-married,Other-service
57,6497,0,40,<=50K,Private,5th-6th,Divorced,Transport-moving
37,0,0,40,<=50K,Private,Assoc-acdm,Never-married,Adm-clerical
39,0,0,38,<=50K,Private,Some-college,Divorced,Sales
54,0,0,40,>50K,Private,Some-college,Married-civ-spouse,Sales
27,0,0,40,<=50K,Private,Assoc-acdm,Never-married,Other-service
21,0,0,35,<=50K,Private,HS-grad,Never-married,Adm-clerical
65,0,0,38,<=50K,Private,Some-college,Separated,Adm-clerical
30,0,0,40,<=50K,Private,Some-college,Married-civ-spouse,Other-service
22,0,0,40,<=50K,Private,9th,Never-married,Machine-op-inspct
26,4064,0,50,<=50K,Private,Bachelors,Married-civ-spouse,Sales
25,0,0,40,<=50K,Private,11th,Separated,Craft-repair
35,0,0,40,>50K,Private,Assoc-voc,Married-civ-spouse,Prof-specialty
47,15024,0,50,>50K,Private,Assoc-voc,Married-civ-spouse,Exec-managerial
23,0,0,60,<=50K,Private,Assoc-acdm,Never-married,Other-service
42,0,0,40,>50K,Private,HS-grad,Married-civ-spouse,Sales
39,0,0,30,<=50K,Self-emp-not-inc,Some-college,Never-married,Craft-repair
55,0,0,60,>50K,Private,Doctorate,Married-civ-spouse,Exec-managerial
24,0,0,10,<=50K,State-gov,Masters,Married-spouse-absent,Prof-specialty
46,7298,0,40,>50K,Self-emp-inc,Bachelors,Married-civ-spouse,Machine-op-inspct
53,0,0,40,>50K,Private,HS-grad,Married-civ-spouse,Craft-repair
44,0,0,60,<=50K,Private,11th,Separated,Other-service
40,0,0,40,<=50K,Private,HS-grad,Separated,Transport-moving
48,7688,0,40,>50K,Private,Some-college,Married-civ-spouse,Craft-repair
26,0,0,35,<=50K,Private,Assoc-voc,Separated,Adm-clerical
22,0,0,40,<=50K,Private,HS-grad,Never-married,Sales
35,0,0,12,<=50K,Private,HS-grad,Married-civ-spouse,Prof-specialty
20,0,0,20,<=50K,Private,Some-college,Never-married,Prof-specialty
43,0,0,40,<=50K,Private,HS-grad,Divorced,Exec-managerial
37,0,0,25,<=50K,Local-gov,HS-grad,Married-civ-spouse,Other-service
30,0,0,40,<=50K,Private,HS-grad,Married-civ-spouse,Craft-repair
41,0,0,50,<=50K,Private,HS-grad,Married-civ-spouse,Sales
38,0,0,60,>50K,Private,Prof-school,Married-civ-spouse,Prof-specialty
77,0,0,40,<=50K,Private,9th,Married-civ-spouse,Prof-specialty
42,0,0,50,<=50K,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing
20,0,0,40,<=50K,Private,HS-grad,Never-married,Transport-moving
36,3674,0,40,<=50K,Private,Bachelors,Divorced,Adm-clerical
32,0,0,40,<=50K,Federal-gov,Assoc-voc,Never-married,Prof-specialty
27,0,0,40,>50K,Private,Bachelors,Married-civ-spouse,Exec-managerial
25,0,0,45,<=50K,State-gov,Some-college,Divorced,Protective-serv
40,0,0,40,<=50K,Private,Masters,Never-married,Exec-managerial
18,0,0,25,<=50K,Private,11th,Never-married,Prof-specialty
49,0,0,45,>50K,Private,Bachelors,Married-civ-spouse,Exec-managerial
17,0,0,16,<=50K,Private,11th,Never-married,Other-service
29,0,0,40,<=50K,Private,HS-grad,Never-married,Sales
47,99999,0,55,>50K,Private,Prof-school,Married-civ-spouse,Prof-specialty
24,0,0,45,<=50K,Self-emp-not-inc,Some-college,Separated,Handlers-cleaners
58,0,0,24,<=50K,Private,7th-8th,Married-civ-spouse,Prof-specialty
29,0,0,40,<=50K,Private,HS-grad,Never-married,Craft-repair
45,0,0,24,>50K,Private,Some-college,Married-civ-spouse,Adm-clerical
30,0,0,50,<=50K,Private,12th,Married-civ-spouse,Craft-repair
19,0,0,20,<=50K,Private,Some-college,Never-married,Adm-clerical
59,0,1485,40,>50K,Private,10th,Married-civ-spouse,Transport-moving
47,0,0,30,<=50K,Private,7th-8th,Married-spouse-absent,Other-service
41,3137,0,40,<=50K,Private,Some-college,Married-civ-spouse,Tech-support
28,0,0,40,<=50K,Private,Assoc-acdm,Never-married,Prof-specialty
46,0,0,40,>50K,Private,Assoc-acdm,Married-civ-spouse,Craft-repair
40,0,0,60,<=50K,Self-emp-not-inc,Some-college,Married-civ-spouse,Craft-repair
66,0,0,40,<=50K,State-gov,10th,Divorced,Other-service
30,14084,0,45,>50K,Local-gov,Bachelors,Never-married,Prof-specialty
44,0,0,12,<=50K,Self-emp-not-inc,Some-college,Never-married,Craft-repair
58,15024,0,60,>50K,Self-emp-not-inc,HS-grad,Married-civ-spouse,Exec-managerial
21,0,0,48,<=50K,Private,7th-8th,Never-married,Other-service
59,0,0,40,<=50K,Private,9th,Widowed,Other-service
35,0,0,40,<=50K,Local-gov,Some-college,Married-civ-spouse,Other-service
45,5178,0,40,>50K,Private,9th,Married-civ-spouse,Adm-clerical
30,0,0,40,<=50K,Private,HS-grad,Married-civ-spouse,Transport-moving
33,0,0,40,<=50K,Private,HS-grad,Never-married,Handlers-cleaners
26,0,0,15,<=50K,Private,Some-college,Never-married,Sales
48,0,0,35,<=50K,Private,Some-college,Separated,Sales
31,0,0,40,<=50K,Private,HS-grad,Never-married,Sales
36,0,0,45,<=50K,Private,HS-grad,Married-civ-spouse,Exec-managerial
48,0,0,38,<=50K,Private,HS-grad,Divorced,Prof-specialty
30,5013,0,40,<=50K,Private,HS-grad,Married-civ-spouse,Craft-repair
33,0,0,50,>50K,Private,HS-grad,Married-civ-spouse,Handlers-cleaners
19,0,0,25,<=50K,Private,9th,Never-married,Prof-specialty
37,99999,0,40,>50K,Local-gov,Assoc-acdm,Married-civ-spouse,Prof-specialty
53,0,0,45,>50K,Private,Bachelors,Married-civ-spouse,Exec-managerial
18,0,0,40,<=50K,Private,Some-college,Never-married,Other-service
38,7298,0,50,>50K,Private,Some-college,Married-civ-spouse,Transport-moving
34,0,0,50,<=50K,Private,Some-college,Never-married,Other-service
45,0,0,52,>50K,Private,Bachelors,Married-civ-spouse,Sales
33,0,0,60,<=50K,Local-gov,Assoc-voc,Married-civ-spouse,Prof-specialty
35,0,0,44,<=50K,Private,Assoc-voc,Married-civ-spouse,Craft-repair
22,0,0,40,<=50K,Private,HS-grad,Never-married,Handlers-cleaners
35,0,0,30,<=50K,Private,HS-grad,Divorced,Other-service
45,0,0,8,<=50K,Private,HS-grad,Married-civ-spouse,Prof-specialty
17,0,0,45,<=50K,Private,11th,Never-married,Farming-fishing
50,0,0,45,<=50K,Private,HS-grad,Married-civ-spouse,Exec-managerial
38,0,0,50,>50K,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty
33,7298,0,50,>50K,Private,Some-college,Married-civ-spouse,Craft-repair
46,0,0,35,<=50K,Private,HS-grad,Married-civ-spouse,Sales
25,6849,0,50,<=50K,Private,Bachelors,Never-married,Sales
64,0,0,40,<=50K,Private,HS-grad,Married-civ-spouse,Craft-repair
62,0,0,10,<=50K,Self-emp-not-inc,Some-college,Married-civ-spouse,Exec-managerial
32,0,0,60,>50K,Private,HS-grad,Married-civ-spouse,Tech-support
17,0,0,20,<=50K,Private,11th,Never-married,Sales
61,0,0,55,<=50K,Private,HS-grad,Married-civ-spouse,Craft-repair
40,0,0,40,<=50K,State-gov,Doctorate,Never-married,Prof-specialty
21,0,0,40,<=50K,Private,HS-grad,Never-married,Exec-managerial
39,15024,0,50,>50K,Private,Bachelors,Married-civ-spouse,Exec-managerial
35,0,0,45,<=50K,Self-emp-not-inc,Some-college,Married-civ-spouse,Exec-managerial
29,0,0,40,<=50K,Private,Assoc-voc,Married-civ-spouse,Prof-specialty
27,0,0,40,<=50K,Federal-gov,Assoc-acdm,Never-married,Transport-moving
20,0,0,40,<=50K,Private,Assoc-acdm,Never-married,Adm-clerical
34,0,0,20,>50K,Private,Some-college,Married-civ-spouse,Prof-specialty
51,0,0,40,<=50K,Local-gov,Masters,Never-married,Prof-specialty
45,0,0,15,<=50K,Private,HS-grad,Separated,Machine-op-inspct
20,0,0,40,<=50K,Private,Some-college,Never-married,Prof-specialty
31,0,0,40,<=50K,Private,Some-college,Married-civ-spouse,Craft-repair
29,0,0,40,<=50K,Private,HS-grad,Never-married,Tech-support
56,0,0,30,<=50K,Private,Bachelors,Married-civ-spouse,Adm-clerical
55,0,0,12,>50K,Self-emp-not-inc,Some-college,Divorced,Tech-support
26,0,0,20,<=50K,Private,Some-college,Never-married,Tech-support
46,15024,0,45,>50K,Private,Some-college,Married-civ-spouse,Craft-repair
32,0,0,40,<=50K,Local-gov,HS-grad,Married-civ-spouse,Other-service
28,0,0,40,<=50K,Private,HS-grad,Married-civ-spouse,Sales
27,0,0,35,<=50K,Private,7th-8th,Never-married,Other-service
23,0,0,40,<=50K,Private,9th,Married-spouse-absent,Craft-repair
59,0,0,40,<=50K,Private,10th,Married-civ-spouse,Craft-repair
26,0,0,48,<=50K,Private,12th,Never-married,Craft-repair
36,0,0,40,<=50K,Private,10th,Never-married,Handlers-cleaners
18,0,0,15,<=50K,Private,HS-grad,Never-married,Sales
33,0,0,70,<=50K,Private,9th,Divorced,Handlers-cleaners
60,0,0,15,>50K,Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Transport-moving
40,0,0,48,<=50K,Private,HS-grad,Divorced,Machine-op-inspct
48,0,0,43,<=50K,Private,HS-grad,Married-civ-spouse,Farming-fishing
27,0,0,48,<=50K,Self-emp-not-inc,10th,Married-civ-spouse,Craft-repair
19,0,0,20,<=50K,Private,Some-college,Never-married,Other-service
38,0,0,50,>50K,Private,Bachelors,Married-civ-spouse,Prof-specialty
26,0,0,43,<=50K,Private,Some-college,Divorced,Craft-repair
45,3908,0,40,<=50K,Federal-gov,Assoc-voc,Married-civ-spouse,Protective-serv
20,0,0,20,<=50K,Private,Some-college,Never-married,Adm-clerical
32,0,0,40,<=50K,Federal-gov,HS-grad,Divorced,Craft-repair
22,0,0,13,<=50K,Private,Some-college,Never-married,Handlers-cleaners
22,0,0,40,<=50K,Private,HS-grad,Never-married,Adm-clerical
38,114,0,38,<=50K,State-gov,HS-grad,Never-married,Other-service
34,0,1848,50,>50K,Private,HS-grad,Married-civ-spouse,Craft-repair
46,0,0,30,<=50K,Private,1st-4th,Widowed,Other-service
39,0,0,25,<=50K,Private,Bachelors,Divorced,Exec-managerial
79,0,0,24,<=50K,Self-emp-not-inc,HS-grad,Widowed,Other-service
60,0,0,8,>50K,Private,Bachelors,Married-civ-spouse,Prof-specialty
24,0,0,40,<=50K,Private,HS-grad,Never-married,Sales
31,2407,0,65,<=50K,Private,Some-college,Married-civ-spouse,Craft-repair
37,3137,0,77,<=50K,Self-emp-not-inc,Bachelors,Married-civ-spouse,Sales
23,0,0,40,<=50K,Private,HS-grad,Never-married,Craft-repair
31,0,1579,45,<=50K,Private,Some-college,Married-civ-spouse,Transport-moving
29,0,0,40,>50K,Private,Bachelors,Married-civ-spouse,Prof-specialty
22,0,0,43,<=50K,State-gov,Bachelors,Never-married,Prof-specialty
69,0,0,20,<=50K,Private,Some-college,Widowed,Prof-specialty
55,0,0,38,<=50K,Local-gov,HS-grad,Divorced,Other-service
43,0,0,40,<=50K,Private,HS-grad,Divorced,Craft-repair
23,0,0,36,<=50K,Private,7th-8th,Never-married,Farming-fishing
29,0,0,35,<=50K,Private,HS-grad,Never-married,Adm-clerical
22,0,0,40,<=50K,Private,Assoc-voc,Never-married,Other-service
22,0,0,42,<=50K,Private,Some-college,Never-married,Sales
25,7298,0,84,>50K,Private,HS-grad,Married-civ-spouse,Exec-managerial
29,0,0,45,<=50K,Private,Some-college,Never-married,Machine-op-inspct
25,0,0,40,<=50K,State-gov,Some-college,Never-married,Transport-moving
33,0,0,40,<=50K,Federal-gov,HS-grad,Never-married,Exec-managerial
33,0,0,40,>50K,Private,Bachelors,Never-married,Prof-specialty
31,0,0,28,<=50K,Private,Doctorate,Never-married,Prof-specialty
30,0,1887,45,>50K,Local-gov,Masters,Married-civ-spouse,Prof-specialty
55,0,0,40,<=50K,Private,Bachelors,Married-civ-spouse,Sales
36,4650,0,50,<=50K,Private,12th,Never-married,Exec-managerial
47,0,0,40,<=50K,Private,HS-grad,Widowed,Prof-specialty
28,8614,0,40,>50K,Private,Bachelors,Never-married,Sales
42,0,0,40,>50K,Private,Masters,Married-civ-spouse,Prof-specialty
51,0,0,55,<=50K,Private,Assoc-acdm,Divorced,Exec-managerial
62,0,0,40,<=50K,Local-gov,Bachelors,Divorced,Prof-specialty
65,0,0,35,>50K,Self-emp-inc,Some-college,Married-civ-spouse,Sales
23,0,0,40,<=50K,Private,Bachelors,Married-civ-spouse,Prof-specialty
60,0,0,32,<=50K,Private,HS-grad,Married-civ-spouse,Prof-specialty
47,0,0,60,>50K,Private,7th-8th,Married-civ-spouse,Craft-repair
50,0,0,40,<=50K,Self-emp-inc,HS-grad,Divorced,Exec-managerial
70,0,0,6,<=50K,Private,Bachelors,Married-civ-spouse,Prof-specialty
32,0,0,40,<=50K,Self-emp-not-inc,Bachelors,Married-civ-spouse,Craft-repair
37,0,0,40,<=50K,Federal-gov,Some-college,Married-civ-spouse,Machine-op-inspct
31,14344,0,40,>50K,Private,HS-grad,Never-married,Craft-repair
76,0,0,12,<=50K,Private,10th,Widowed,Sales
54,0,0,60,<=50K,Private,Bachelors,Divorced,Sales
32,0,0,40,>50K,Federal-gov,Bachelors,Married-civ-spouse,Prof-specialty
31,0,0,52,<=50K,Private,Some-college,Never-married,Adm-clerical
31,0,0,50,>50K,Federal-gov,Bachelors,Divorced,Protective-serv
65,0,1668,40,<=50K,Self-emp-not-inc,Prof-school,Divorced,Prof-specialty
30,0,0,60,>50K,Private,HS-grad,Married-civ-spouse,Machine-op-inspct
63,0,0,40,<=50K,Private,HS-grad,Married-civ-spouse,Prof-specialty
21,0,0,10,<=50K,Private,Some-college,Never-married,Prof-specialty
40,0,1902,40,>50K,Federal-gov,Masters,Married-civ-spouse,Tech-support
26,0,0,40,<=50K,State-gov,Some-college,Never-married,Craft-repair
18,0,0,8,<=50K,Private,11th,Never-married,Other-service
34,0,0,50,<=50K,Local-gov,HS-grad,Married-civ-spouse,Other-service
66,7896,0,40,>50K,Local-gov,Some-college,Divorced,Other-service
44,0,0,60,<=50K,Self-emp-not-inc,Some-college,Never-married,Farming-fishing
30,0,0,40,<=50K,Private,Assoc-acdm,Never-married,Tech-support
36,0,0,40,<=50K,Self-emp-not-inc,Bachelors,Never-married,Craft-repair
31,0,0,50,>50K,Private,Some-college,Married-civ-spouse,Prof-specialty
22,0,0,20,<=50K,Private,Some-college,Never-married,Sales
28,0,0,84,<=50K,Private,7th-8th,Divorced,Prof-specialty
23,0,0,40,<=50K,Private,HS-grad,Never-married,Sales
49,15024,0,50,>50K,Private,Masters,Married-civ-spouse,Exec-managerial
39,0,0,35,<=50K,Self-emp-not-inc,Bachelors,Separated,Craft-repair
67,9386,0,60,>50K,Private,Bachelors,Married-civ-spouse,Prof-specialty
19,0,0,16,<=50K,Private,Some-college,Never-married,Handlers-cleaners
30,0,1848,50,>50K,Private,Assoc-acdm,Married-civ-spouse,Exec-managerial
25,0,0,40,<=50K,Private,Some-college,Never-married,Craft-repair
24,0,0,30,<=50K,Private,HS-grad,Never-married,Transport-moving
46,0,0,40,<=50K,Private,HS-grad,Married-civ-spouse,Machine-op-inspct
37,0,0,45,<=50K,Private,Masters,Married-civ-spouse,Prof-specialty
41,0,0,40,<=50K,Federal-gov,HS-grad,Married-civ-spouse,Other-service
40,0,0,20,<=50K,Self-emp-not-inc,Some-college,Married-civ-spouse,Prof-specialty
44,0,0,40,<=50K,Private,HS-grad,Divorced,Adm-clerical
32,0,0,40,<=50K,Private,HS-grad,Married-civ-spouse,Machine-op-inspct
58,0,0,20,>50K,Private,HS-grad,Married-civ-spouse,Handlers-cleaners
48,0,0,48,<=50K,Private,HS-grad,Married-civ-spouse,Machine-op-inspct
34,0,0,40,<=50K,Private,Bachelors,Married-civ-spouse,Exec-managerial
29,0,0,40,<=50K,Private,Assoc-voc,Never-married,Adm-clerical
46,0,0,50,>50K,Self-emp-inc,Bachelors,Married-civ-spouse,Sales
36,0,0,40,<=50K,Local-gov,HS-grad,Never-married,Transport-moving
59,0,0,38,<=50K,Local-gov,Bachelors,Never-married,Adm-clerical
29,0,0,40,<=50K,Private,12th,Married-civ-spouse,Transport-moving
50,0,0,40,<=50K,Private,Masters,Never-married,Prof-specialty
25,0,0,40,<=50K,Private,HS-grad,Married-civ-spouse,Machine-op-inspct
27,0,0,35,<=50K,Private,Assoc-acdm,Never-married,Other-service
48,0,0,70,<=50K,Private,HS-grad,Married-civ-spouse,Farming-fishing
51,0,1564,70,>50K,Federal-gov,Doctorate,Never-married,Prof-specialty
36,8614,0,45,>50K,Private,HS-grad,Divorced,Transport-moving
42,7430,0,50,>50K,Local-gov,11th,Divorced,Sales
49,0,0,40,>50K,State-gov,Bachelors,Married-civ-spouse,Adm-clerical
33,0,0,20,<=50K,Private,Some-college,Never-married,Tech-support
40,0,1564,60,>50K,Private,Bachelors,Divorced,Sales
26,0,0,40,<=50K,Private,Bachelors,Never-married,Prof-specialty
69,0,0,40,>50K,Private,HS-grad,Divorced,Prof-specialty
59,0,0,30,<=50K,Private,HS-grad,Married-civ-spouse,Machine-op-inspct
30,0,0,40,<=50K,Private,HS-grad,Never-married,Adm-clerical
31,0,0,35,<=50K,Local-gov,Assoc-acdm,Married-civ-spouse,Adm-clerical
30,0,0,50,>50K,Private,Bachelors,Married-civ-spouse,Exec-managerial
27,0,0,40,<=50K,Private,Bachelors,Never-married,Exec-managerial
20,0,0,16,<=50K,Private,Some-college,Never-married,Prof-specialty
56,4101,0,40,<=50K,Private,Assoc-acdm,Divorced,Adm-clerical
24,0,0,40,<=50K,Private,HS-grad,Married-civ-spouse,Machine-op-inspct
47,0,0,50,<=50K,Private,Bachelors,Divorced,Sales
51,0,0,35,<=50K,Private,Bachelors,Never-married,Prof-specialty
34,0,0,45,<=50K,Private,HS-grad,Married-civ-spouse,Craft-repair
47,0,0,9,<=50K,Private,HS-grad,Divorced,Other-service
47,0,0,44,>50K,Private,Some-college,Married-civ-spouse,Adm-clerical
20,0,0,40,<=50K,Private,Some-college,Never-married,Adm-clerical
34,0,0,54,>50K,Self-emp-inc,HS-grad,Married-civ-spouse,Craft-repair
31,0,0,40,<=50K,Private,11th,Divorced,Other-service
42,0,0,32,<=50K,Private,Assoc-voc,Divorced,Other-service
52,0,0,40,<=50K,Private,5th-6th,Married-spouse-absent,Craft-repair
56,0,0,40,<=50K,Private,HS-grad,Widowed,Adm-clerical
53,0,0,40,>50K,Private,HS-grad,Married-civ-spouse,Craft-repair
26,0,0,50,>50K,Private,Some-college,Married-civ-spouse,Sales
81,0,0,20,<=50K,Private,Some-college,Divorced,Adm-clerical
28,0,0,40,<=50K,Private,10th,Never-married,Prof-specialty
57,0,0,48,>50K,Federal-gov,Some-college,Divorced,Prof-specialty
34,0,0,40,<=50K,Private,HS-grad,Never-married,Adm-clerical
31,0,0,40,<=50K,Private,10th,Married-civ-spouse,Prof-specialty
24,0,0,40,<=50K,Private,Assoc-voc,Never-married,Tech-support
20,0,2001,40,<=50K,Private,HS-grad,Never-married,Other-service
68,2346,0,40,<=50K,Federal-gov,Some-college,Divorced,Adm-clerical
60,0,0,32,<=50K,Private,HS-grad,Separated,Sales
37,0,0,40,<=50K,Federal-gov,Some-college,Married-civ-spouse,Craft-repair
25,0,0,40,<=50K,Private,7th-8th,Never-married,Handlers-cleaners
36,0,0,40,<=50K,Federal-gov,HS-grad,Married-civ-spouse,Adm-clerical
45,0,0,40,<=50K,Private,Assoc-acdm,Married-civ-spouse,Craft-repair
34,0,0,60,>50K,Private,Some-college,Married-civ-spouse,Exec-managerial
31,0,0,70,<=50K,Private,Bachelors,Separated,Exec-managerial
47,0,0,60,<=50K,Self-emp-not-inc,Bachelors,Married-civ-spouse,Farming-fishing
60,0,0,42,>50K,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair
75,0,0,24,<=50K,Private,Bachelors,Married-civ-spouse,Exec-managerial
43,0,0,40,<=50K,Local-gov,Some-college,Married-civ-spouse,Protective-serv
18,0,0,40,<=50K,Private,HS-grad,Never-married,Handlers-cleaners
25,0,1092,40,<=50K,Private,Bachelors,Never-married,Tech-support
20,0,0,40,<=50K,Private,HS-grad,Never-married,Adm-clerical
32,0,0,50,<=50K,Private,HS-grad,Never-married,Sales
57,0,0,20,<=50K,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial
43,0,0,60,>50K,Private,Some-college,Married-civ-spouse,Transport-moving
18,0,0,40,<=50K,Self-emp-not-inc,HS-grad,Never-married,Farming-fishing
41,0,0,40,<=50K,Local-gov,Bachelors,Separated,Prof-specialty
48,0,0,40,<=50K,Private,HS-grad,Never-married,Machine-op-inspct
35,5178,0,90,>50K,Private,HS-grad,Married-civ-spouse,Transport-moving
41,0,0,40,<=50K,State-gov,Assoc-voc,Married-civ-spouse,Exec-managerial
23,0,1594,20,<=50K,Private,HS-grad,Never-married,Craft-repair
32,0,1887,45,>50K,State-gov,Bachelors,Married-civ-spouse,Protective-serv
33,0,0,40,<=50K,Private,HS-grad,Never-married,Craft-repair
58,0,0,40,<=50K,Private,HS-grad,Married-civ-spouse,Machine-op-inspct
22,0,0,65,<=50K,Private,Some-college,Never-married,Sales
33,0,0,50,<=50K,Private,Some-college,Divorced,Other-service
42,0,0,38,>50K,Self-emp-not-inc,Prof-school,Married-civ-spouse,Prof-specialty
